FileSystem,BlockSize,InodeSize,BlockGroup,AtimeOption,JournalOption,SpecialOption,IOScheduler,Device,Throughput
ext2,1024,512,4,noatime,none,none,cfq,500sas,8910.33
ext2,1024,512,4,noatime,none,none,cfq,ssd,17431.33
ext2,1024,512,4,noatime,none,none,cfq,sata,10804
ext2,1024,512,4,noatime,none,none,deadline,sas,17411.33
ext2,1024,512,4,noatime,none,none,deadline,500sas,9083
ext2,1024,512,4,noatime,none,none,deadline,ssd,18126
ext2,1024,512,4,noatime,none,none,deadline,sata,10579
ext2,1024,512,8,none,none,none,noop,sas,18156
ext2,1024,512,8,none,none,none,noop,500sas,10156
ext2,1024,512,8,none,none,none,noop,ssd,18471.33
ext2,1024,512,8,none,none,none,noop,sata,12761.67
ext2,1024,512,8,none,none,none,cfq,sas,17837.33
ext2,1024,512,8,none,none,none,cfq,500sas,10207.67
ext2,1024,512,8,none,none,none,cfq,ssd,18184
ext2,1024,512,8,none,none,none,cfq,sata,12335.67
ext2,1024,512,8,none,none,none,deadline,sas,18157.67
ext2,1024,512,8,none,none,none,deadline,500sas,10195.33
ext2,1024,512,8,none,none,none,deadline,ssd,18391.67
ext2,1024,512,8,none,none,none,deadline,sata,12622
ext2,1024,512,8,noatime,none,none,noop,sas,18184
ext2,1024,512,8,noatime,none,none,noop,500sas,10179
ext2,1024,512,8,noatime,none,none,noop,ssd,18427
ext2,1024,512,8,noatime,none,none,noop,sata,12394.67
ext2,1024,512,8,noatime,none,none,cfq,sas,17836.33
ext2,1024,512,8,noatime,none,none,cfq,500sas,10089.67
ext2,1024,512,8,noatime,none,none,cfq,ssd,18218.33
ext2,1024,512,8,noatime,none,none,cfq,sata,12585.67
ext2,1024,512,8,noatime,none,none,deadline,sas,18133
ext2,1024,512,8,noatime,none,none,deadline,500sas,10334
ext2,1024,512,8,noatime,none,none,deadline,ssd,18497.67
ext2,1024,512,8,noatime,none,none,deadline,sata,12813.67
ext2,1024,1024,none,none,none,none,noop,sas,18171.33
ext2,1024,1024,none,none,none,none,noop,500sas,10424.67
ext2,1024,1024,none,none,none,none,noop,ssd,18527.33
ext2,1024,1024,none,none,none,none,noop,sata,12434
ext2,1024,1024,none,none,none,none,cfq,sas,17889.67
ext2,1024,1024,none,none,none,none,cfq,500sas,10084.33
ext2,1024,1024,none,none,none,none,cfq,ssd,18173.67
ext2,1024,1024,none,none,none,none,cfq,sata,12241.67
ext2,1024,1024,none,none,none,none,deadline,sas,18119.67
ext2,1024,1024,none,none,none,none,deadline,500sas,10398.67
ext2,1024,1024,none,none,none,none,deadline,ssd,18563.67
ext2,1024,1024,none,none,none,none,deadline,sata,12398
ext2,1024,1024,none,noatime,none,none,noop,sas,18183.33
ext2,1024,1024,none,noatime,none,none,noop,500sas,10435.33
ext2,1024,1024,none,noatime,none,none,noop,ssd,18462.33
ext2,1024,1024,none,noatime,none,none,noop,sata,12861
ext2,1024,1024,none,noatime,none,none,cfq,sas,17894.33
ext2,1024,1024,none,noatime,none,none,cfq,500sas,10178.33
ext2,1024,1024,none,noatime,none,none,cfq,ssd,18211.33
ext2,1024,1024,none,noatime,none,none,cfq,sata,12152.33
ext2,1024,1024,none,noatime,none,none,deadline,sas,18191.67
ext2,1024,1024,none,noatime,none,none,deadline,500sas,10338.33
ext2,1024,1024,none,noatime,none,none,deadline,ssd,18483
ext2,1024,1024,none,noatime,none,none,deadline,sata,12528.33
ext2,1024,1024,2,none,none,none,noop,sas,16253.67
ext2,1024,1024,2,none,none,none,noop,500sas,7801.33
ext2,1024,1024,2,none,none,none,noop,ssd,18264.33
ext2,1024,1024,2,none,none,none,noop,sata,8721.33
ext2,1024,1024,2,none,none,none,cfq,sas,16331.67
ext2,1024,1024,2,none,none,none,cfq,500sas,7670
ext2,1024,1024,2,none,none,none,cfq,ssd,17873
ext2,1024,1024,2,none,none,none,cfq,sata,8568.67
ext2,1024,1024,2,none,none,none,deadline,sas,16354.67
ext2,1024,1024,2,none,none,none,deadline,500sas,7890.67
ext2,1024,1024,2,none,none,none,deadline,ssd,18052.33
ext2,1024,1024,2,none,none,none,deadline,sata,8976.67
ext2,1024,1024,2,noatime,none,none,noop,sas,16317
ext2,1024,1024,2,noatime,none,none,noop,500sas,7675.33
ext2,1024,1024,2,noatime,none,none,noop,ssd,18087.33
ext2,1024,1024,2,noatime,none,none,noop,sata,8807.67
ext2,1024,1024,2,noatime,none,none,cfq,sas,16473.33
ext2,1024,1024,2,noatime,none,none,cfq,500sas,7625
ext2,1024,1024,2,noatime,none,none,cfq,ssd,17793.67
ext2,1024,1024,2,noatime,none,none,cfq,sata,8819
ext2,1024,1024,2,noatime,none,none,deadline,sas,16510.33
ext2,1024,1024,2,noatime,none,none,deadline,500sas,7867.33
ext2,1024,1024,2,noatime,none,none,deadline,ssd,18074.33
ext2,1024,1024,2,noatime,none,none,deadline,sata,8893.67
ext2,1024,1024,4,none,none,none,noop,sas,17697.33
ext2,1024,1024,4,none,none,none,noop,500sas,9063.33
ext2,1024,1024,4,none,none,none,noop,ssd,18235.67
ext2,1024,1024,4,none,none,none,noop,sata,10832.33
ext2,1024,1024,4,none,none,none,cfq,sas,17187.67
ext2,1024,1024,4,none,none,none,cfq,500sas,8874
ext2,1024,1024,4,none,none,none,cfq,ssd,17972.33
ext2,1024,1024,4,none,none,none,cfq,sata,10701.67
ext2,1024,1024,4,none,none,none,deadline,sas,17685
ext2,1024,1024,4,none,none,none,deadline,500sas,8962
ext2,1024,1024,4,none,none,none,deadline,ssd,18360.67
ext2,1024,1024,4,none,none,none,deadline,sata,10837.67
ext2,1024,1024,4,noatime,none,none,noop,sas,17610.67
ext2,1024,1024,4,noatime,none,none,noop,500sas,8995.67
ext2,1024,1024,4,noatime,none,none,noop,ssd,18245.67
ext2,1024,1024,4,noatime,none,none,noop,sata,10532
ext2,1024,1024,4,noatime,none,none,cfq,sas,17437
ext2,1024,1024,4,noatime,none,none,cfq,500sas,8832.33
ext2,1024,1024,4,noatime,none,none,cfq,ssd,18002.33
ext2,1024,1024,4,noatime,none,none,cfq,sata,10533
ext2,1024,1024,4,noatime,none,none,deadline,sas,17575.33
ext2,1024,1024,4,noatime,none,none,deadline,500sas,8997
ext2,1024,1024,4,noatime,none,none,deadline,ssd,18240.67
ext2,1024,1024,4,noatime,none,none,deadline,sata,11142.33
ext2,1024,1024,8,none,none,none,noop,sas,18175
ext2,1024,1024,8,none,none,none,noop,500sas,10511.33
ext2,1024,1024,8,none,none,none,noop,ssd,18453.67
ext2,1024,1024,8,none,none,none,noop,sata,12667
ext2,1024,1024,8,none,none,none,cfq,sas,17891.67
ext2,1024,1024,8,none,none,none,cfq,500sas,10195.67
ext2,1024,1024,8,none,none,none,cfq,ssd,18127
ext2,1024,1024,8,none,none,none,cfq,sata,12100
ext2,1024,1024,8,none,none,none,deadline,sas,18152.67
ext2,1024,1024,8,none,none,none,deadline,500sas,10477.67
ext2,1024,1024,8,none,none,none,deadline,ssd,18472
