File System,Block Size,Inode Size,Block Group,Atime Option,Journal Option,Special Option,I/O Scheduler,Device,Throughput
ext2,1024,128,2,noatime,none,none,deadline,sas,40679.0
ext2,1024,128,2,noatime,none,none,deadline,500sas,40015.67
ext2,1024,128,2,noatime,none,none,deadline,ssd,40799.0
ext2,1024,128,2,noatime,none,none,deadline,sata,40137.0
ext2,1024,128,4,none,none,none,noop,sas,41154.0
ext2,1024,128,4,none,none,none,noop,500sas,40691.67
ext2,1024,128,4,none,none,none,noop,ssd,41439.33
ext2,1024,128,4,none,none,none,noop,sata,40878.33
ext2,1024,128,4,none,none,none,cfq,sas,40992.33
ext2,1024,128,4,none,none,none,cfq,500sas,40162.0
ext2,1024,128,4,none,none,none,cfq,ssd,41110.33
ext2,1024,128,4,none,none,none,cfq,sata,40998.67
ext2,1024,128,4,none,none,none,deadline,sas,41392.67
ext2,1024,128,4,none,none,none,deadline,500sas,40398.67
ext2,1024,128,4,none,none,none,deadline,ssd,41362.0
ext2,1024,128,4,none,none,none,deadline,sata,41023.0
ext2,1024,128,4,noatime,none,none,noop,sas,40958.67
ext2,1024,128,4,noatime,none,none,noop,500sas,40736.0
ext2,1024,128,4,noatime,none,none,noop,ssd,41288.33
ext2,1024,128,4,noatime,none,none,noop,sata,40619.67
ext2,1024,128,4,noatime,none,none,cfq,sas,41048.67
ext2,1024,128,4,noatime,none,none,cfq,500sas,40341.67
ext2,1024,128,4,noatime,none,none,cfq,ssd,41182.67
ext2,1024,128,4,noatime,none,none,cfq,sata,40552.0
ext2,1024,128,4,noatime,none,none,deadline,sas,41380.0
ext2,1024,128,4,noatime,none,none,deadline,500sas,40032.33
ext2,1024,128,4,noatime,none,none,deadline,ssd,41459.0
ext2,1024,128,4,noatime,none,none,deadline,sata,40470.33
ext2,1024,128,8,none,none,none,noop,sas,40988.0
ext2,1024,128,8,none,none,none,noop,500sas,40948.33
ext2,1024,128,8,none,none,none,noop,ssd,41354.67
ext2,1024,128,8,none,none,none,noop,sata,41283.67
ext2,1024,128,8,none,none,none,cfq,sas,41185.0
ext2,1024,128,8,none,none,none,cfq,500sas,40792.33
ext2,1024,128,8,none,none,none,cfq,ssd,41055.33
ext2,1024,128,8,none,none,none,cfq,sata,40893.33
ext2,1024,128,8,none,none,none,deadline,sas,41085.33
ext2,1024,128,8,none,none,none,deadline,500sas,40413.0
ext2,1024,128,8,none,none,none,deadline,ssd,41361.67
ext2,1024,128,8,none,none,none,deadline,sata,41168.67
ext2,1024,128,8,noatime,none,none,noop,sas,41429.33
ext2,1024,128,8,noatime,none,none,noop,500sas,40323.67
ext2,1024,128,8,noatime,none,none,noop,ssd,40397.33
ext2,1024,128,8,noatime,none,none,noop,sata,40640.33
ext2,1024,128,8,noatime,none,none,cfq,sas,41091.33
ext2,1024,128,8,noatime,none,none,cfq,500sas,40633.67
ext2,1024,128,8,noatime,none,none,cfq,ssd,40986.0
ext2,1024,128,8,noatime,none,none,cfq,sata,40789.67
ext2,1024,128,8,noatime,none,none,deadline,sas,41272.0
ext2,1024,128,8,noatime,none,none,deadline,500sas,40862.33
ext2,1024,128,8,noatime,none,none,deadline,ssd,40885.0
ext2,1024,128,8,noatime,none,none,deadline,sata,40989.33
ext2,1024,256,none,none,none,none,noop,sas,37856.67
ext2,1024,256,none,none,none,none,noop,500sas,37776.67
ext2,1024,256,none,none,none,none,noop,ssd,38498.33
ext2,1024,256,none,none,none,none,noop,sata,38371.0
ext2,1024,256,none,none,none,none,cfq,sas,40181.33
ext2,1024,256,none,none,none,none,cfq,500sas,38964.0
ext2,1024,256,none,none,none,none,cfq,ssd,40516.0
ext2,1024,256,none,none,none,none,cfq,sata,39528.67
ext2,1024,256,none,none,none,none,deadline,sas,38093.0
ext2,1024,256,none,none,none,none,deadline,500sas,38153.0
ext2,1024,256,none,none,none,none,deadline,ssd,38132.67
ext2,1024,256,none,none,none,none,deadline,sata,38192.0
ext2,1024,256,none,noatime,none,none,noop,sas,38566.33
ext2,1024,256,none,noatime,none,none,noop,500sas,38256.0
ext2,1024,256,none,noatime,none,none,noop,ssd,38785.0
ext2,1024,256,none,noatime,none,none,noop,sata,38508.0
ext2,1024,256,none,noatime,none,none,cfq,sas,40523.0
ext2,1024,256,none,noatime,none,none,cfq,500sas,39434.0
ext2,1024,256,none,noatime,none,none,cfq,ssd,40503.0
ext2,1024,256,none,noatime,none,none,cfq,sata,40336.67
ext2,1024,256,none,noatime,none,none,deadline,sas,38438.33
ext2,1024,256,none,noatime,none,none,deadline,500sas,38509.67
ext2,1024,256,none,noatime,none,none,deadline,ssd,38856.33
ext2,1024,256,none,noatime,none,none,deadline,sata,38930.67
ext2,1024,256,2,none,none,none,noop,sas,38426.67
ext2,1024,256,2,none,none,none,noop,500sas,38347.0
ext2,1024,256,2,none,none,none,noop,ssd,38002.33
ext2,1024,256,2,none,none,none,noop,sata,38229.0
ext2,1024,256,2,none,none,none,cfq,sas,40198.33
ext2,1024,256,2,none,none,none,cfq,500sas,39250.0
ext2,1024,256,2,none,none,none,cfq,ssd,40119.0
ext2,1024,256,2,none,none,none,cfq,sata,39736.33
ext2,1024,256,2,none,none,none,deadline,sas,37924.0
ext2,1024,256,2,none,none,none,deadline,500sas,37544.33
ext2,1024,256,2,none,none,none,deadline,ssd,38842.67
ext2,1024,256,2,none,none,none,deadline,sata,38392.33
ext2,1024,256,2,noatime,none,none,noop,sas,38090.0
ext2,1024,256,2,noatime,none,none,noop,500sas,38527.33
ext2,1024,256,2,noatime,none,none,noop,ssd,38893.0
ext2,1024,256,2,noatime,none,none,noop,sata,38598.33
ext2,1024,256,2,noatime,none,none,cfq,sas,40414.0
ext2,1024,256,2,noatime,none,none,cfq,500sas,39034.33
ext2,1024,256,2,noatime,none,none,cfq,ssd,40617.67
ext2,1024,256,2,noatime,none,none,cfq,sata,39618.0
ext2,1024,256,2,noatime,none,none,deadline,sas,38272.67
ext2,1024,256,2,noatime,none,none,deadline,500sas,38339.33
ext2,1024,256,2,noatime,none,none,deadline,ssd,39127.0
ext2,1024,256,2,noatime,none,none,deadline,sata,39072.67
ext2,1024,256,4,none,none,none,noop,sas,38393.33
ext2,1024,256,4,none,none,none,noop,500sas,38213.33
ext2,1024,256,4,none,none,none,noop,ssd,38436.67
ext2,1024,256,4,none,none,none,noop,sata,38131.0
ext2,1024,256,4,none,none,none,cfq,sas,39918.33
ext2,1024,256,4,none,none,none,cfq,500sas,38064.67
ext2,1024,256,4,none,none,none,cfq,ssd,40381.33
ext2,1024,256,4,none,none,none,cfq,sata,39749.0
ext2,1024,256,4,none,none,none,deadline,sas,38035.0
ext2,1024,256,4,none,none,none,deadline,500sas,37956.0
ext2,1024,256,4,none,none,none,deadline,ssd,38860.0
ext2,1024,256,4,none,none,none,deadline,sata,38253.0
ext2,1024,256,4,noatime,none,none,noop,sas,38751.33
ext2,1024,256,4,noatime,none,none,noop,500sas,38681.0
ext2,1024,256,4,noatime,none,none,noop,ssd,38964.67
ext2,1024,256,4,noatime,none,none,noop,sata,38767.33
ext2,1024,256,4,noatime,none,none,cfq,sas,40295.0
ext2,1024,256,4,noatime,none,none,cfq,500sas,39276.33
ext2,1024,256,4,noatime,none,none,cfq,ssd,40618.0
ext2,1024,256,4,noatime,none,none,cfq,sata,40332.0
ext2,1024,256,4,noatime,none,none,deadline,sas,38942.67
ext2,1024,256,4,noatime,none,none,deadline,500sas,38471.33
ext2,1024,256,4,noatime,none,none,deadline,ssd,38566.0
ext2,1024,256,4,noatime,none,none,deadline,sata,38822.67
ext2,1024,256,8,none,none,none,noop,sas,37998.33
ext2,1024,256,8,none,none,none,noop,500sas,37571.67
ext2,1024,256,8,none,none,none,noop,ssd,38149.67
ext2,1024,256,8,none,none,none,noop,sata,37955.33
ext2,1024,256,8,none,none,none,cfq,sas,40298.33
ext2,1024,256,8,none,none,none,cfq,500sas,38293.67
ext2,1024,256,8,none,none,none,cfq,ssd,40443.0
ext2,1024,256,8,none,none,none,cfq,sata,39554.33
ext2,1024,256,8,none,none,none,deadline,sas,38514.67
ext2,1024,256,8,none,none,none,deadline,500sas,38241.0
ext2,1024,256,8,none,none,none,deadline,ssd,37975.33
ext2,1024,256,8,none,none,none,deadline,sata,38092.33
ext2,1024,256,8,noatime,none,none,noop,sas,39087.67
ext2,1024,256,8,noatime,none,none,noop,500sas,38558.67
ext2,1024,256,8,noatime,none,none,noop,ssd,38335.33
ext2,1024,256,8,noatime,none,none,noop,sata,38758.0
ext2,1024,256,8,noatime,none,none,cfq,sas,40623.33
ext2,1024,256,8,noatime,none,none,cfq,500sas,40299.33
ext2,1024,256,8,noatime,none,none,cfq,ssd,40555.67
ext2,1024,256,8,noatime,none,none,cfq,sata,40588.67
ext2,1024,256,8,noatime,none,none,deadline,sas,38461.67
ext2,1024,256,8,noatime,none,none,deadline,500sas,38515.0
ext2,1024,256,8,noatime,none,none,deadline,ssd,38596.33
ext2,1024,256,8,noatime,none,none,deadline,sata,38742.0
ext2,1024,512,none,none,none,none,noop,sas,38341.0
ext2,1024,512,none,none,none,none,noop,500sas,38548.67
ext2,1024,512,none,none,none,none,noop,ssd,38968.33
ext2,1024,512,none,none,none,none,noop,sata,38592.0
ext2,1024,512,none,none,none,none,cfq,sas,40472.67
ext2,1024,512,none,none,none,none,cfq,500sas,37610.33
ext2,1024,512,none,none,none,none,cfq,ssd,40395.33
ext2,1024,512,none,none,none,none,cfq,sata,39284.0
ext2,1024,512,none,none,none,none,deadline,sas,38482.67
ext2,1024,512,none,none,none,none,deadline,500sas,37977.67
ext2,1024,512,none,none,none,none,deadline,ssd,38722.67
ext2,1024,512,none,none,none,none,deadline,sata,37917.33
ext2,1024,512,none,noatime,none,none,noop,sas,39004.33
ext2,1024,512,none,noatime,none,none,noop,500sas,38397.67
ext2,1024,512,none,noatime,none,none,noop,ssd,39143.67
ext2,1024,512,none,noatime,none,none,noop,sata,38675.67
ext2,1024,512,none,noatime,none,none,cfq,sas,40680.0
ext2,1024,512,none,noatime,none,none,cfq,500sas,40220.33
ext2,1024,512,none,noatime,none,none,cfq,ssd,40724.0
ext2,1024,512,none,noatime,none,none,cfq,sata,39917.67
ext2,1024,512,none,noatime,none,none,deadline,sas,38853.33
ext2,1024,512,none,noatime,none,none,deadline,500sas,38545.33
ext2,1024,512,none,noatime,none,none,deadline,ssd,38993.0
ext2,1024,512,none,noatime,none,none,deadline,sata,39320.33
ext2,1024,512,2,none,none,none,noop,sas,37890.67
ext2,1024,512,2,none,none,none,noop,500sas,38341.67
ext2,1024,512,2,none,none,none,noop,ssd,38242.33
ext2,1024,512,2,none,none,none,noop,sata,37840.0
ext2,1024,512,2,none,none,none,cfq,sas,40331.33
ext2,1024,512,2,none,none,none,cfq,500sas,38871.67
ext2,1024,512,2,none,none,none,cfq,ssd,40250.33
ext2,1024,512,2,none,none,none,cfq,sata,40115.0
ext2,1024,512,2,none,none,none,deadline,sas,37997.33
ext2,1024,512,2,none,none,none,deadline,500sas,37793.33
ext2,1024,512,2,none,none,none,deadline,ssd,38917.0
ext2,1024,512,2,none,none,none,deadline,sata,38734.33
ext2,1024,512,2,noatime,none,none,noop,sas,39107.33
ext2,1024,512,2,noatime,none,none,noop,500sas,38324.0
ext2,1024,512,2,noatime,none,none,noop,ssd,39072.67
ext2,1024,512,2,noatime,none,none,noop,sata,38572.67
ext2,1024,512,2,noatime,none,none,cfq,sas,40570.67
ext2,1024,512,2,noatime,none,none,cfq,500sas,39672.0
ext2,1024,512,2,noatime,none,none,cfq,ssd,40648.33
ext2,1024,512,2,noatime,none,none,cfq,sata,39580.0
ext2,1024,512,2,noatime,none,none,deadline,sas,38698.33
ext2,1024,512,2,noatime,none,none,deadline,500sas,38404.67
ext2,1024,512,2,noatime,none,none,deadline,ssd,39284.67
ext2,1024,512,2,noatime,none,none,deadline,sata,38556.33
ext2,1024,512,4,none,none,none,noop,sas,38420.67
ext2,1024,512,4,none,none,none,noop,500sas,38850.33
ext2,1024,512,4,none,none,none,noop,ssd,38282.67
ext2,1024,512,4,none,none,none,noop,sata,38108.67
ext2,1024,512,4,none,none,none,cfq,sas,40038.33
ext2,1024,512,4,none,none,none,cfq,500sas,39294.33
ext2,1024,512,4,none,none,none,cfq,ssd,40316.67
ext2,1024,512,4,none,none,none,cfq,sata,40574.67
ext2,1024,512,4,none,none,none,deadline,sas,38725.33
ext2,1024,512,4,none,none,none,deadline,500sas,38343.0
ext2,1024,512,4,none,none,none,deadline,ssd,37995.67
ext2,1024,512,4,none,none,none,deadline,sata,38532.0
ext2,1024,512,4,noatime,none,none,noop,sas,39105.67
ext2,1024,512,4,noatime,none,none,noop,500sas,39141.33
ext2,1024,512,4,noatime,none,none,noop,ssd,39330.67
ext2,1024,512,4,noatime,none,none,noop,sata,39000.0
ext2,1024,512,4,noatime,none,none,cfq,sas,40741.0
ext2,1024,512,4,noatime,none,none,cfq,500sas,39427.0
ext2,1024,512,4,noatime,none,none,cfq,ssd,40750.67
ext2,1024,512,4,noatime,none,none,cfq,sata,40448.67
ext2,1024,512,4,noatime,none,none,deadline,sas,38778.0
ext2,1024,512,4,noatime,none,none,deadline,500sas,38824.0
ext2,1024,512,4,noatime,none,none,deadline,ssd,38950.0
ext2,1024,512,4,noatime,none,none,deadline,sata,38733.0
ext2,1024,512,8,none,none,none,noop,sas,38535.33
ext2,1024,512,8,none,none,none,noop,500sas,38299.67
ext2,1024,512,8,none,none,none,noop,ssd,38287.67
ext2,1024,512,8,none,none,none,noop,sata,38311.67
ext2,1024,512,8,none,none,none,cfq,sas,40249.67
ext2,1024,512,8,none,none,none,cfq,500sas,39768.0
ext2,1024,512,8,none,none,none,cfq,ssd,40294.33
ext2,1024,512,8,none,none,none,cfq,sata,39695.67
ext2,1024,512,8,none,none,none,deadline,sas,38507.67
ext2,1024,512,8,none,none,none,deadline,500sas,38376.67
ext2,1024,512,8,none,none,none,deadline,ssd,38503.33
ext2,1024,512,8,none,none,none,deadline,sata,37611.33
ext2,1024,512,8,noatime,none,none,noop,sas,39213.33
ext2,1024,512,8,noatime,none,none,noop,500sas,38972.33
ext2,1024,512,8,noatime,none,none,noop,ssd,39205.33
ext2,1024,512,8,noatime,none,none,noop,sata,38554.33
ext2,1024,512,8,noatime,none,none,cfq,sas,40754.0
ext2,1024,512,8,noatime,none,none,cfq,500sas,39948.67
ext2,1024,512,8,noatime,none,none,cfq,ssd,40562.0
ext2,1024,512,8,noatime,none,none,cfq,sata,38050.0
ext2,1024,512,8,noatime,none,none,deadline,sas,38710.33
ext2,1024,512,8,noatime,none,none,deadline,500sas,38274.67
ext2,1024,512,8,noatime,none,none,deadline,ssd,39129.33
ext2,1024,512,8,noatime,none,none,deadline,sata,39007.0
ext2,1024,1024,none,none,none,none,noop,sas,38517.67
ext2,1024,1024,none,none,none,none,noop,500sas,38331.67
ext2,1024,1024,none,none,none,none,noop,ssd,38518.33
ext2,1024,1024,none,none,none,none,noop,sata,38378.67
ext2,1024,1024,none,none,none,none,cfq,sas,40487.67
ext2,1024,1024,none,none,none,none,cfq,500sas,39031.0
ext2,1024,1024,none,none,none,none,cfq,ssd,40565.33
ext2,1024,1024,none,none,none,none,cfq,sata,40411.67
ext2,1024,1024,none,none,none,none,deadline,sas,39015.33
ext2,1024,1024,none,none,none,none,deadline,500sas,38508.33
ext2,1024,1024,none,none,none,none,deadline,ssd,39084.67
ext2,1024,1024,none,none,none,none,deadline,sata,38252.67
ext2,1024,1024,none,noatime,none,none,noop,sas,39065.33
ext2,1024,1024,none,noatime,none,none,noop,500sas,38134.67
ext2,1024,1024,none,noatime,none,none,noop,ssd,38725.67
ext2,1024,1024,none,noatime,none,none,noop,sata,38191.67
ext2,1024,1024,none,noatime,none,none,cfq,sas,40491.0
ext2,1024,1024,none,noatime,none,none,cfq,500sas,38801.67
ext2,1024,1024,none,noatime,none,none,cfq,ssd,40706.33
ext2,1024,1024,none,noatime,none,none,cfq,sata,39715.33
ext2,1024,1024,none,noatime,none,none,deadline,sas,39349.0
ext2,1024,1024,none,noatime,none,none,deadline,500sas,38791.0
ext2,1024,1024,none,noatime,none,none,deadline,ssd,38907.67
ext2,1024,1024,none,noatime,none,none,deadline,sata,38991.67
ext2,1024,1024,2,none,none,none,noop,sas,38602.0
ext2,1024,1024,2,none,none,none,noop,500sas,38405.33
ext2,1024,1024,2,none,none,none,noop,ssd,39015.67
ext2,1024,1024,2,none,none,none,noop,sata,38531.0
ext2,1024,1024,2,none,none,none,cfq,sas,40414.67
ext2,1024,1024,2,none,none,none,cfq,500sas,39030.33
ext2,1024,1024,2,none,none,none,cfq,ssd,40499.33
ext2,1024,1024,2,none,none,none,cfq,sata,39187.33
ext2,1024,1024,2,none,none,none,deadline,sas,38537.0
ext2,1024,1024,2,none,none,none,deadline,500sas,38395.0
ext2,1024,1024,2,none,none,none,deadline,ssd,38699.67
ext2,1024,1024,2,none,none,none,deadline,sata,38866.0
ext2,1024,1024,2,noatime,none,none,noop,sas,38886.0
ext2,1024,1024,2,noatime,none,none,noop,500sas,38428.0
ext2,1024,1024,2,noatime,none,none,noop,ssd,38644.67
ext2,1024,1024,2,noatime,none,none,noop,sata,38554.33
ext2,1024,1024,2,noatime,none,none,cfq,sas,40722.67
ext2,1024,1024,2,noatime,none,none,cfq,500sas,38982.0
ext2,1024,1024,2,noatime,none,none,cfq,ssd,40512.33
ext2,1024,1024,2,noatime,none,none,cfq,sata,39774.67
ext2,1024,1024,2,noatime,none,none,deadline,sas,38501.67
ext2,1024,1024,2,noatime,none,none,deadline,500sas,38817.0
ext2,1024,1024,2,noatime,none,none,deadline,ssd,39133.67
ext2,1024,1024,2,noatime,none,none,deadline,sata,38686.0
ext2,1024,1024,4,none,none,none,noop,sas,38830.67
ext2,1024,1024,4,none,none,none,noop,500sas,37933.67
ext2,1024,1024,4,none,none,none,noop,ssd,38763.0
ext2,1024,1024,4,none,none,none,noop,sata,38752.67
ext2,1024,1024,4,none,none,none,cfq,sas,40284.0
ext2,1024,1024,4,none,none,none,cfq,500sas,39433.33
ext2,1024,1024,4,none,none,none,cfq,ssd,40491.33
ext2,1024,1024,4,none,none,none,cfq,sata,39533.67
ext2,1024,1024,4,none,none,none,deadline,sas,38453.67
ext2,1024,1024,4,none,none,none,deadline,500sas,38453.67
ext2,1024,1024,4,none,none,none,deadline,ssd,38942.67
ext2,1024,1024,4,none,none,none,deadline,sata,38514.0
ext2,1024,1024,4,noatime,none,none,noop,sas,38724.67
ext2,1024,1024,4,noatime,none,none,noop,500sas,38474.33
ext2,1024,1024,4,noatime,none,none,noop,ssd,38558.0
ext2,1024,1024,4,noatime,none,none,noop,sata,38415.33
ext2,1024,1024,4,noatime,none,none,cfq,sas,40569.67
ext2,1024,1024,4,noatime,none,none,cfq,500sas,39744.0
ext2,1024,1024,4,noatime,none,none,cfq,ssd,40680.0
ext2,1024,1024,4,noatime,none,none,cfq,sata,39641.33
ext2,1024,1024,4,noatime,none,none,deadline,sas,39164.67
ext2,1024,1024,4,noatime,none,none,deadline,500sas,38685.33
ext2,1024,1024,4,noatime,none,none,deadline,ssd,39236.67
ext2,1024,1024,4,noatime,none,none,deadline,sata,38917.0
ext2,1024,1024,8,none,none,none,noop,sas,38391.33
ext2,1024,1024,8,none,none,none,noop,500sas,38808.67
