File System,Block Size,Inode Size,Block Group,Atime Option,Journal Option,Special Option,I/O Scheduler,Device,Throughput
ext2,1024,none,8,noatime,none,none,deadline,sata,907.67
ext2,1024,128,none,none,none,none,noop,sas,6270.67
ext2,1024,128,none,none,none,none,noop,500sas,1322.67
ext2,1024,128,none,none,none,none,noop,ssd,11299.0
ext2,1024,128,none,none,none,none,noop,sata,957.67
ext2,1024,128,none,none,none,none,cfq,sas,7209.0
ext2,1024,128,none,none,none,none,cfq,500sas,2432.0
ext2,1024,128,none,none,none,none,cfq,ssd,11217.67
ext2,1024,128,none,none,none,none,cfq,sata,2238.0
ext2,1024,128,none,none,none,none,deadline,sas,6168.33
ext2,1024,128,none,none,none,none,deadline,500sas,1527.89
ext2,1024,128,none,none,none,none,deadline,ssd,11368.33
ext2,1024,128,none,none,none,none,deadline,sata,853.88
ext2,1024,128,none,noatime,none,none,noop,sas,6292.67
ext2,1024,128,none,noatime,none,none,noop,500sas,1223.0
ext2,1024,128,none,noatime,none,none,noop,ssd,11321.67
ext2,1024,128,none,noatime,none,none,noop,sata,960.33
ext2,1024,128,none,noatime,none,none,cfq,sas,7319.67
ext2,1024,128,none,noatime,none,none,cfq,500sas,2345.67
ext2,1024,128,none,noatime,none,none,cfq,ssd,11279.33
ext2,1024,128,none,noatime,none,none,cfq,sata,2211.88
ext2,1024,128,none,noatime,none,none,deadline,sas,6161.33
ext2,1024,128,none,noatime,none,none,deadline,500sas,820.33
ext2,1024,128,none,noatime,none,none,deadline,ssd,11243.67
ext2,1024,128,none,noatime,none,none,deadline,sata,870.67
ext2,1024,128,2,none,none,none,noop,sas,3838.33
ext2,1024,128,2,none,none,none,noop,500sas,1008.62
ext2,1024,128,2,none,none,none,noop,ssd,10991.0
ext2,1024,128,2,none,none,none,noop,sata,408.75
ext2,1024,128,2,none,none,none,cfq,sas,5869.0
ext2,1024,128,2,none,none,none,cfq,500sas,5641.33
ext2,1024,128,2,none,none,none,cfq,ssd,11242.67
ext2,1024,128,2,none,none,none,cfq,sata,2833.12
ext2,1024,128,2,none,none,none,deadline,sas,3946.0
ext2,1024,128,2,none,none,none,deadline,500sas,823.0
ext2,1024,128,2,none,none,none,deadline,ssd,10963.0
ext2,1024,128,2,none,none,none,deadline,sata,379.78
ext2,1024,128,2,noatime,none,none,noop,sas,4045.0
ext2,1024,128,2,noatime,none,none,noop,500sas,1180.33
ext2,1024,128,2,noatime,none,none,noop,ssd,10983.33
ext2,1024,128,2,noatime,none,none,noop,sata,384.25
ext2,1024,128,2,noatime,none,none,cfq,sas,5923.0
ext2,1024,128,2,noatime,none,none,cfq,500sas,5390.33
ext2,1024,128,2,noatime,none,none,cfq,ssd,11235.0
ext2,1024,128,2,noatime,none,none,cfq,sata,2175.38
ext2,1024,128,2,noatime,none,none,deadline,sas,3976.67
ext2,1024,128,2,noatime,none,none,deadline,500sas,738.56
ext2,1024,128,2,noatime,none,none,deadline,ssd,10987.0
ext2,1024,128,2,noatime,none,none,deadline,sata,364.62
ext2,1024,128,4,none,none,none,noop,sas,4933.0
ext2,1024,128,4,none,none,none,noop,500sas,1166.0
ext2,1024,128,4,none,none,none,noop,ssd,11225.67
ext2,1024,128,4,none,none,none,noop,sata,697.33
ext2,1024,128,4,none,none,none,cfq,sas,6077.67
ext2,1024,128,4,none,none,none,cfq,500sas,2518.0
ext2,1024,128,4,none,none,none,cfq,ssd,11278.33
ext2,1024,128,4,none,none,none,cfq,sata,2830.33
ext2,1024,128,4,none,none,none,deadline,sas,5042.67
ext2,1024,128,4,none,none,none,deadline,500sas,1183.67
ext2,1024,128,4,none,none,none,deadline,ssd,11220.67
ext2,1024,128,4,none,none,none,deadline,sata,659.33
ext2,1024,128,4,noatime,none,none,noop,sas,4870.67
ext2,1024,128,4,noatime,none,none,noop,500sas,1182.75
ext2,1024,128,4,noatime,none,none,noop,ssd,11167.0
ext2,1024,128,4,noatime,none,none,noop,sata,727.33
ext2,1024,128,4,noatime,none,none,cfq,sas,6160.0
ext2,1024,128,4,noatime,none,none,cfq,500sas,2604.67
ext2,1024,128,4,noatime,none,none,cfq,ssd,11327.0
ext2,1024,128,4,noatime,none,none,cfq,sata,2850.33
ext2,1024,128,4,noatime,none,none,deadline,sas,4986.33
ext2,1024,128,4,noatime,none,none,deadline,500sas,1214.67
ext2,1024,128,4,noatime,none,none,deadline,ssd,11283.67
ext2,1024,128,4,noatime,none,none,deadline,sata,712.33
ext2,1024,128,8,none,none,none,noop,sas,6091.0
ext2,1024,128,8,none,none,none,noop,500sas,1568.44
ext2,1024,128,8,none,none,none,noop,ssd,11221.33
ext2,1024,128,8,none,none,none,noop,sata,908.5
ext2,1024,128,8,none,none,none,cfq,sas,7115.0
ext2,1024,128,8,none,none,none,cfq,500sas,2329.0
ext2,1024,128,8,none,none,none,cfq,ssd,11446.67
ext2,1024,128,8,none,none,none,cfq,sata,2011.33
ext2,1024,128,8,none,none,none,deadline,sas,6092.0
ext2,1024,128,8,none,none,none,deadline,500sas,1373.78
ext2,1024,128,8,none,none,none,deadline,ssd,11338.67
ext2,1024,128,8,none,none,none,deadline,sata,917.0
ext2,1024,128,8,noatime,none,none,noop,sas,6092.33
ext2,1024,128,8,noatime,none,none,noop,500sas,1400.5
ext2,1024,128,8,noatime,none,none,noop,ssd,11271.0
ext2,1024,128,8,noatime,none,none,noop,sata,964.33
ext2,1024,128,8,noatime,none,none,cfq,sas,6969.33
ext2,1024,128,8,noatime,none,none,cfq,500sas,2377.0
ext2,1024,128,8,noatime,none,none,cfq,ssd,11214.0
ext2,1024,128,8,noatime,none,none,cfq,sata,2312.67
ext2,1024,128,8,noatime,none,none,deadline,sas,6141.33
ext2,1024,128,8,noatime,none,none,deadline,500sas,1552.0
ext2,1024,128,8,noatime,none,none,deadline,ssd,11297.0
ext2,1024,128,8,noatime,none,none,deadline,sata,943.67
ext2,1024,256,none,none,none,none,noop,sas,5803.67
ext2,1024,256,none,none,none,none,noop,500sas,787.67
ext2,1024,256,none,none,none,none,noop,ssd,10850.0
ext2,1024,256,none,none,none,none,noop,sata,967.33
ext2,1024,256,none,none,none,none,cfq,sas,7102.67
ext2,1024,256,none,none,none,none,cfq,500sas,2350.67
ext2,1024,256,none,none,none,none,cfq,ssd,10893.67
ext2,1024,256,none,none,none,none,cfq,sata,2341.0
ext2,1024,256,none,none,none,none,deadline,sas,5670.33
ext2,1024,256,none,none,none,none,deadline,500sas,1507.78
ext2,1024,256,none,none,none,none,deadline,ssd,10872.0
ext2,1024,256,none,none,none,none,deadline,sata,947.33
ext2,1024,256,none,noatime,none,none,noop,sas,5866.67
ext2,1024,256,none,noatime,none,none,noop,500sas,1589.44
ext2,1024,256,none,noatime,none,none,noop,ssd,10819.0
ext2,1024,256,none,noatime,none,none,noop,sata,1007.0
ext2,1024,256,none,noatime,none,none,cfq,sas,6956.33
ext2,1024,256,none,noatime,none,none,cfq,500sas,2333.67
ext2,1024,256,none,noatime,none,none,cfq,ssd,10722.33
ext2,1024,256,none,noatime,none,none,cfq,sata,2332.33
ext2,1024,256,none,noatime,none,none,deadline,sas,5733.67
ext2,1024,256,none,noatime,none,none,deadline,500sas,1481.33
ext2,1024,256,none,noatime,none,none,deadline,ssd,10807.67
ext2,1024,256,none,noatime,none,none,deadline,sata,902.75
ext2,1024,256,2,none,none,none,noop,sas,3843.0
ext2,1024,256,2,none,none,none,noop,500sas,769.75
ext2,1024,256,2,none,none,none,noop,ssd,10479.33
ext2,1024,256,2,none,none,none,noop,sata,366.25
ext2,1024,256,2,none,none,none,cfq,sas,5625.67
ext2,1024,256,2,none,none,none,cfq,500sas,5220.33
ext2,1024,256,2,none,none,none,cfq,ssd,10759.0
ext2,1024,256,2,none,none,none,cfq,sata,2168.88
ext2,1024,256,2,none,none,none,deadline,sas,3883.33
ext2,1024,256,2,none,none,none,deadline,500sas,838.56
ext2,1024,256,2,none,none,none,deadline,ssd,10437.67
ext2,1024,256,2,none,none,none,deadline,sata,391.12
ext2,1024,256,2,noatime,none,none,noop,sas,3926.67
ext2,1024,256,2,noatime,none,none,noop,500sas,692.56
ext2,1024,256,2,noatime,none,none,noop,ssd,10486.0
ext2,1024,256,2,noatime,none,none,noop,sata,363.11
ext2,1024,256,2,noatime,none,none,cfq,sas,5721.33
ext2,1024,256,2,noatime,none,none,cfq,500sas,5207.0
ext2,1024,256,2,noatime,none,none,cfq,ssd,10714.0
ext2,1024,256,2,noatime,none,none,cfq,sata,2997.33
ext2,1024,256,2,noatime,none,none,deadline,sas,3911.33
ext2,1024,256,2,noatime,none,none,deadline,500sas,1321.67
ext2,1024,256,2,noatime,none,none,deadline,ssd,10524.33
ext2,1024,256,2,noatime,none,none,deadline,sata,358.38
ext2,1024,256,4,none,none,none,noop,sas,4759.67
ext2,1024,256,4,none,none,none,noop,500sas,1217.88
ext2,1024,256,4,none,none,none,noop,ssd,10802.33
ext2,1024,256,4,none,none,none,noop,sata,717.67
ext2,1024,256,4,none,none,none,cfq,sas,5797.0
ext2,1024,256,4,none,none,none,cfq,500sas,2725.67
ext2,1024,256,4,none,none,none,cfq,ssd,10956.67
ext2,1024,256,4,none,none,none,cfq,sata,2773.0
ext2,1024,256,4,none,none,none,deadline,sas,4713.33
ext2,1024,256,4,none,none,none,deadline,500sas,1093.67
ext2,1024,256,4,none,none,none,deadline,ssd,10749.33
ext2,1024,256,4,none,none,none,deadline,sata,687.0
ext2,1024,256,4,noatime,none,none,noop,sas,4774.0
ext2,1024,256,4,noatime,none,none,noop,500sas,1021.67
ext2,1024,256,4,noatime,none,none,noop,ssd,10734.33
ext2,1024,256,4,noatime,none,none,noop,sata,606.44
ext2,1024,256,4,noatime,none,none,cfq,sas,5929.33
ext2,1024,256,4,noatime,none,none,cfq,500sas,2713.33
ext2,1024,256,4,noatime,none,none,cfq,ssd,10892.33
ext2,1024,256,4,noatime,none,none,cfq,sata,2592.88
ext2,1024,256,4,noatime,none,none,deadline,sas,5006.33
ext2,1024,256,4,noatime,none,none,deadline,500sas,1151.33
ext2,1024,256,4,noatime,none,none,deadline,ssd,10746.0
ext2,1024,256,4,noatime,none,none,deadline,sata,770.0
ext2,1024,256,8,none,none,none,noop,sas,6023.0
ext2,1024,256,8,none,none,none,noop,500sas,1445.89
ext2,1024,256,8,none,none,none,noop,ssd,10832.33
ext2,1024,256,8,none,none,none,noop,sata,768.25
ext2,1024,256,8,none,none,none,cfq,sas,7056.67
ext2,1024,256,8,none,none,none,cfq,500sas,2337.67
ext2,1024,256,8,none,none,none,cfq,ssd,10797.0
ext2,1024,256,8,none,none,none,cfq,sata,2392.33
ext2,1024,256,8,none,none,none,deadline,sas,5898.0
ext2,1024,256,8,none,none,none,deadline,500sas,1456.78
ext2,1024,256,8,none,none,none,deadline,ssd,10978.0
ext2,1024,256,8,none,none,none,deadline,sata,933.67
ext2,1024,256,8,noatime,none,none,noop,sas,5763.67
ext2,1024,256,8,noatime,none,none,noop,500sas,1445.78
ext2,1024,256,8,noatime,none,none,noop,ssd,10879.67
ext2,1024,256,8,noatime,none,none,noop,sata,925.67
ext2,1024,256,8,noatime,none,none,cfq,sas,6526.67
ext2,1024,256,8,noatime,none,none,cfq,500sas,2306.0
ext2,1024,256,8,noatime,none,none,cfq,ssd,10878.0
ext2,1024,256,8,noatime,none,none,cfq,sata,2257.75
ext2,1024,256,8,noatime,none,none,deadline,sas,5818.33
ext2,1024,256,8,noatime,none,none,deadline,500sas,1620.0
ext2,1024,256,8,noatime,none,none,deadline,ssd,10887.67
ext2,1024,256,8,noatime,none,none,deadline,sata,901.5
ext2,1024,512,none,none,none,none,noop,sas,5402.67
ext2,1024,512,none,none,none,none,noop,500sas,1760.75
ext2,1024,512,none,none,none,none,noop,ssd,10262.0
ext2,1024,512,none,none,none,none,noop,sata,862.22
ext2,1024,512,none,none,none,none,cfq,sas,6422.0
ext2,1024,512,none,none,none,none,cfq,500sas,2126.0
ext2,1024,512,none,none,none,none,cfq,ssd,10158.33
ext2,1024,512,none,none,none,none,cfq,sata,2061.0
ext2,1024,512,none,none,none,none,deadline,sas,5197.67
ext2,1024,512,none,none,none,none,deadline,500sas,1827.33
ext2,1024,512,none,none,none,none,deadline,ssd,10221.67
ext2,1024,512,none,none,none,none,deadline,sata,971.0
ext2,1024,512,none,noatime,none,none,noop,sas,5310.67
ext2,1024,512,none,noatime,none,none,noop,500sas,1456.89
ext2,1024,512,none,noatime,none,none,noop,ssd,10205.67
ext2,1024,512,none,noatime,none,none,noop,sata,831.62
ext2,1024,512,none,noatime,none,none,cfq,sas,6640.33
ext2,1024,512,none,noatime,none,none,cfq,500sas,2320.33
ext2,1024,512,none,noatime,none,none,cfq,ssd,10223.33
ext2,1024,512,none,noatime,none,none,cfq,sata,2182.75
ext2,1024,512,none,noatime,none,none,deadline,sas,5226.0
ext2,1024,512,none,noatime,none,none,deadline,500sas,1850.25
ext2,1024,512,none,noatime,none,none,deadline,ssd,10238.33
ext2,1024,512,none,noatime,none,none,deadline,sata,874.78
ext2,1024,512,2,none,none,none,noop,sas,3579.67
ext2,1024,512,2,none,none,none,noop,500sas,934.38
ext2,1024,512,2,none,none,none,noop,ssd,9882.33
ext2,1024,512,2,none,none,none,noop,sata,298.67
ext2,1024,512,2,none,none,none,cfq,sas,5496.33
ext2,1024,512,2,none,none,none,cfq,500sas,4850.33
ext2,1024,512,2,none,none,none,cfq,ssd,10066.33
ext2,1024,512,2,none,none,none,cfq,sata,2916.33
ext2,1024,512,2,none,none,none,deadline,sas,3612.0
ext2,1024,512,2,none,none,none,deadline,500sas,1204.33
ext2,1024,512,2,none,none,none,deadline,ssd,9894.33
ext2,1024,512,2,none,none,none,deadline,sata,291.67
ext2,1024,512,2,noatime,none,none,noop,sas,3613.0
ext2,1024,512,2,noatime,none,none,noop,500sas,975.33
ext2,1024,512,2,noatime,none,none,noop,ssd,9871.67
ext2,1024,512,2,noatime,none,none,noop,sata,315.33
ext2,1024,512,2,noatime,none,none,cfq,sas,5678.0
ext2,1024,512,2,noatime,none,none,cfq,500sas,4635.67
ext2,1024,512,2,noatime,none,none,cfq,ssd,9933.0
ext2,1024,512,2,noatime,none,none,cfq,sata,2917.33
ext2,1024,512,2,noatime,none,none,deadline,sas,3830.33
ext2,1024,512,2,noatime,none,none,deadline,500sas,1024.67
ext2,1024,512,2,noatime,none,none,deadline,ssd,9881.33
ext2,1024,512,2,noatime,none,none,deadline,sata,312.67
ext2,1024,512,4,none,none,none,noop,sas,4408.0
ext2,1024,512,4,none,none,none,noop,500sas,1041.67
ext2,1024,512,4,none,none,none,noop,ssd,10192.33
ext2,1024,512,4,none,none,none,noop,sata,651.33
ext2,1024,512,4,none,none,none,cfq,sas,5547.0
ext2,1024,512,4,none,none,none,cfq,500sas,2633.33
ext2,1024,512,4,none,none,none,cfq,ssd,10270.67
ext2,1024,512,4,none,none,none,cfq,sata,2780.67
ext2,1024,512,4,none,none,none,deadline,sas,4783.67
ext2,1024,512,4,none,none,none,deadline,500sas,1155.33
ext2,1024,512,4,none,none,none,deadline,ssd,10253.33
ext2,1024,512,4,none,none,none,deadline,sata,615.0
ext2,1024,512,4,noatime,none,none,noop,sas,4730.33
ext2,1024,512,4,noatime,none,none,noop,500sas,1172.38
ext2,1024,512,4,noatime,none,none,noop,ssd,10193.67
ext2,1024,512,4,noatime,none,none,noop,sata,634.5
ext2,1024,512,4,noatime,none,none,cfq,sas,5696.0
ext2,1024,512,4,noatime,none,none,cfq,500sas,2640.33
ext2,1024,512,4,noatime,none,none,cfq,ssd,10156.67
ext2,1024,512,4,noatime,none,none,cfq,sata,2799.67
ext2,1024,512,4,noatime,none,none,deadline,sas,4709.33
ext2,1024,512,4,noatime,none,none,deadline,500sas,1143.62
ext2,1024,512,4,noatime,none,none,deadline,ssd,10105.33
ext2,1024,512,4,noatime,none,none,deadline,sata,640.0
ext2,1024,512,8,none,none,none,noop,sas,5457.0
ext2,1024,512,8,none,none,none,noop,500sas,1562.75
ext2,1024,512,8,none,none,none,noop,ssd,10188.0
ext2,1024,512,8,none,none,none,noop,sata,833.11
ext2,1024,512,8,none,none,none,cfq,sas,6598.33
ext2,1024,512,8,none,none,none,cfq,500sas,2287.33
ext2,1024,512,8,none,none,none,cfq,ssd,10284.33
ext2,1024,512,8,none,none,none,cfq,sata,2325.75
ext2,1024,512,8,none,none,none,deadline,sas,5563.0
ext2,1024,512,8,none,none,none,deadline,500sas,1728.33
ext2,1024,512,8,none,none,none,deadline,ssd,10218.0
ext2,1024,512,8,none,none,none,deadline,sata,813.44
ext2,1024,512,8,noatime,none,none,noop,sas,5423.33
ext2,1024,512,8,noatime,none,none,noop,500sas,1648.0
ext2,1024,512,8,noatime,none,none,noop,ssd,10115.67
ext2,1024,512,8,noatime,none,none,noop,sata,965.67
ext2,1024,512,8,noatime,none,none,cfq,sas,6353.0
ext2,1024,512,8,noatime,none,none,cfq,500sas,2425.67
ext2,1024,512,8,noatime,none,none,cfq,ssd,10238.0
ext2,1024,512,8,noatime,none,none,cfq,sata,2364.67
ext2,1024,512,8,noatime,none,none,deadline,sas,5315.0
ext2,1024,512,8,noatime,none,none,deadline,500sas,1811.38
ext2,1024,512,8,noatime,none,none,deadline,ssd,10158.0
ext2,1024,512,8,noatime,none,none,deadline,sata,929.67
ext2,1024,1024,none,none,none,none,noop,sas,5068.0
ext2,1024,1024,none,none,none,none,noop,500sas,1613.67
ext2,1024,1024,none,none,none,none,noop,ssd,9317.0
ext2,1024,1024,none,none,none,none,noop,sata,785.56
ext2,1024,1024,none,none,none,none,cfq,sas,6002.67
ext2,1024,1024,none,none,none,none,cfq,500sas,2234.62
ext2,1024,1024,none,none,none,none,cfq,ssd,9305.67
ext2,1024,1024,none,none,none,none,cfq,sata,2433.33
ext2,1024,1024,none,none,none,none,deadline,sas,4999.0
ext2,1024,1024,none,none,none,none,deadline,500sas,1593.0
ext2,1024,1024,none,none,none,none,deadline,ssd,9292.67
ext2,1024,1024,none,none,none,none,deadline,sata,751.56
ext2,1024,1024,none,noatime,none,none,noop,sas,5051.67
ext2,1024,1024,none,noatime,none,none,noop,500sas,1663.67
ext2,1024,1024,none,noatime,none,none,noop,ssd,9263.0
ext2,1024,1024,none,noatime,none,none,noop,sata,842.38
ext2,1024,1024,none,noatime,none,none,cfq,sas,6112.33
ext2,1024,1024,none,noatime,none,none,cfq,500sas,2149.33
ext2,1024,1024,none,noatime,none,none,cfq,ssd,9270.0
ext2,1024,1024,none,noatime,none,none,cfq,sata,1818.33
ext2,1024,1024,none,noatime,none,none,deadline,sas,5224.0
ext2,1024,1024,none,noatime,none,none,deadline,500sas,1539.22
ext2,1024,1024,none,noatime,none,none,deadline,ssd,9313.67
ext2,1024,1024,none,noatime,none,none,deadline,sata,920.33
ext2,1024,1024,2,none,none,none,noop,sas,3086.33
ext2,1024,1024,2,none,none,none,noop,500sas,744.88
ext2,1024,1024,2,none,none,none,noop,ssd,8975.67
ext2,1024,1024,2,none,none,none,noop,sata,290.25
ext2,1024,1024,2,none,none,none,cfq,sas,5510.0
ext2,1024,1024,2,none,none,none,cfq,500sas,4572.0
ext2,1024,1024,2,none,none,none,cfq,ssd,9162.0
ext2,1024,1024,2,none,none,none,cfq,sata,2315.33
ext2,1024,1024,2,none,none,none,deadline,sas,3111.67
ext2,1024,1024,2,none,none,none,deadline,500sas,635.5
ext2,1024,1024,2,none,none,none,deadline,ssd,8875.0
ext2,1024,1024,2,none,none,none,deadline,sata,326.88
ext2,1024,1024,2,noatime,none,none,noop,sas,3255.33
ext2,1024,1024,2,noatime,none,none,noop,500sas,611.0
ext2,1024,1024,2,noatime,none,none,noop,ssd,9055.67
ext2,1024,1024,2,noatime,none,none,noop,sata,299.12
ext2,1024,1024,2,noatime,none,none,cfq,sas,5597.67
ext2,1024,1024,2,noatime,none,none,cfq,500sas,4632.67
ext2,1024,1024,2,noatime,none,none,cfq,ssd,9090.33
ext2,1024,1024,2,noatime,none,none,cfq,sata,1295.1
ext2,1024,1024,2,noatime,none,none,deadline,sas,3101.33
ext2,1024,1024,2,noatime,none,none,deadline,500sas,718.38
ext2,1024,1024,2,noatime,none,none,deadline,ssd,9031.0
ext2,1024,1024,2,noatime,none,none,deadline,sata,266.33
ext2,1024,1024,4,none,none,none,noop,sas,4337.33
ext2,1024,1024,4,none,none,none,noop,500sas,930.67
ext2,1024,1024,4,none,none,none,noop,ssd,9241.0
ext2,1024,1024,4,none,none,none,noop,sata,676.62
ext2,1024,1024,4,none,none,none,cfq,sas,5382.67
ext2,1024,1024,4,none,none,none,cfq,500sas,2677.33
ext2,1024,1024,4,none,none,none,cfq,ssd,9374.33
ext2,1024,1024,4,none,none,none,cfq,sata,2825.0
ext2,1024,1024,4,none,none,none,deadline,sas,4538.33
ext2,1024,1024,4,none,none,none,deadline,500sas,941.67
ext2,1024,1024,4,none,none,none,deadline,ssd,9335.0
ext2,1024,1024,4,none,none,none,deadline,sata,720.67
ext2,1024,1024,4,noatime,none,none,noop,sas,4307.33
ext2,1024,1024,4,noatime,none,none,noop,500sas,919.5
ext2,1024,1024,4,noatime,none,none,noop,ssd,9349.33
ext2,1024,1024,4,noatime,none,none,noop,sata,736.0
ext2,1024,1024,4,noatime,none,none,cfq,sas,5558.67
ext2,1024,1024,4,noatime,none,none,cfq,500sas,2724.33
ext2,1024,1024,4,noatime,none,none,cfq,ssd,9422.0
ext2,1024,1024,4,noatime,none,none,cfq,sata,2268.38
ext2,1024,1024,4,noatime,none,none,deadline,sas,4558.33
ext2,1024,1024,4,noatime,none,none,deadline,500sas,1018.62
ext2,1024,1024,4,noatime,none,none,deadline,ssd,9357.67
ext2,1024,1024,4,noatime,none,none,deadline,sata,775.67
ext2,1024,1024,8,none,none,none,noop,sas,5168.0
ext2,1024,1024,8,none,none,none,noop,500sas,1674.62
ext2,1024,1024,8,none,none,none,noop,ssd,9285.33
ext2,1024,1024,8,none,none,none,noop,sata,852.0
ext2,1024,1024,8,none,none,none,cfq,sas,6148.33
